rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count,equity,drawdown
2021-07-30,lifecycle_review_concentrated,0.04280381595964111,0.0006321981041776021,0.12643962083552043,0.04217161785546351,0.0,7,"MLM,GOOG,TGT,AMAT,ODFL,MSCI,NVDA",4,2,0,1.7380726821144064,0.0
2021-08-31,lifecycle_review_concentrated,-0.058884552350781355,0.0002887419793894613,0.05774839587789227,-0.059173294330170816,0.0,7,"MLM,GOOG,TGT,AMAT,ODFL,MSCI,NVDA",4,3,0,1.6352251957284212,-0.05917329433017082
2021-09-30,lifecycle_review_concentrated,0.1598007041565027,0.003074324324324324,0.6148648648648648,0.15672637983217835,0.0,6,"ODFL,MSCI,NVDA,DXCM,PAYC,DDOG",1,2,3,1.8915081208653017,0.0
2021-10-29,lifecycle_review_concentrated,0.07635226794245602,0.0006447253651764765,0.1289450730352953,0.07570754257727955,0.0,7,"ODFL,MSCI,NVDA,DXCM,PAYC,DDOG,SNOW",3,0,1,2.0347095524609817,0.0
2021-11-30,lifecycle_review_concentrated,-0.029150432445752095,0.0011931241789733015,0.23862483579466032,-0.030343556624725397,0.0,7,"ODFL,MSCI,NVDA,DDOG,SNOW,QCOM,FDS",3,1,3,1.9729692279410123,-0.030343556624725432
2021-12-31,lifecycle_review_concentrated,-0.07224628289607819,0.002138643067846608,0.42772861356932157,-0.0743849259639248,0.0,7,"ODFL,DDOG,SNOW,QCOM,FDS,TER,AVGO",1,1,3,1.8262100579915184,-0.10247137937563777
2022-01-31,lifecycle_review_concentrated,-0.008931913071069924,0.003115,0.623,-0.012046913071069924,0.53,4,"QCOM,EXPE,AAPL,MKC",0,1,3,1.8042098641733808,-0.11328382864709685
2022-02-28,lifecycle_review_concentrated,-0.011082642434776416,0.0006000000000000001,0.12000000000000001,-0.011682642434776416,0.2899999999999999,7,"QCOM,EXPE,AAPL,MKC,FCX,WMB,SYY",0,1,5,1.7831319254529465,-0.1236430166181468
2022-03-31,lifecycle_review_concentrated,-0.04776344836886389,0.0012301724137931036,0.2460344827586207,-0.048993620782656996,0.0,7,"QCOM,EXPE,AAPL,MKC,FCX,SYY,DAR",0,2,2,1.6957698360918558,-0.16657891833219052
2022-04-29,lifecycle_review_concentrated,-0.01872145908933601,0.0027275862068965517,0.5455172413793103,-0.021449045296232563,0.33999999999999997,6,"MKC,SYY,DAR,RS,STLD,DG",0,1,4,1.6593971920655366,-0.18445500486371857
2022-05-31,lifecycle_review_concentrated,-0.024853447863920845,0.0010500000000000002,0.21000000000000002,-0.025903447863920844,0.19999999999999996,7,"SYY,DAR,RS,STLD,DG,AMGN,VLO",0,1,4,1.6164130834153303,-0.20558043212591293
2022-06-30,lifecycle_review_concentrated,0.014494440168476898,0.0017750000000000003,0.35500000000000004,0.012719440168476898,0.25,6,"SYY,DG,AMGN,UTHR,MNST,GIS",0,1,3,1.6369729529173749,-0.19547585996367112
2022-07-29,lifecycle_review_concentrated,-0.033652763052856124,0.0005750000000000001,0.11500000000000002,-0.034227763052856124,0.019999999999999907,7,"SYY,DG,AMGN,UTHR,MNST,GIS,WAT",0,1,2,1.5809430305609848,-0.22301292159913744
2022-08-31,lifecycle_review_concentrated,-0.00870503546130409,0.002225,0.445,-0.01093003546130409,0.42999999999999994,6,"DG,UTHR,GIS,ENPH,BJ,NEE",0,0,3,1.5636632671746518,-0.2315054179190339
2022-09-30,lifecycle_review_concentrated,0.019570834695021105,0.0014250000000000003,0.28500000000000003,0.018145834695021106,0.7,6,"ENPH,BJ,NEE,FSLR,HUBB,LNG",0,0,6,1.5920372423394797,-0.2175604422685733
2022-10-31,lifecycle_review_concentrated,0.032092761291042785,0.001275,0.255,0.030817761291042786,0.2899999999999999,7,"ENPH,BJ,FSLR,HUBB,LNG,BIIB,GILD",0,0,3,1.6411002660403478,-0.19344740675373717
2022-11-30,lifecycle_review_concentrated,-0.07189197935778359,0.001080223880597015,0.21604477611940298,-0.0729722032383806,0.0,7,"ENPH,BJ,FSLR,HUBB,LNG,BIIB,GILD",0,2,0,1.521345563892291,-0.2523033265105463
2022-12-30,lifecycle_review_concentrated,0.0073266694545901095,0.002980223880597015,0.596044776119403,0.004346445573993094,0.39,5,"HUBB,GILD,NKE,AVGO,JBL",0,1,3,1.5279580095849845,-0.24905350361336887
2023-01-31,lifecycle_review_concentrated,0.013510908040813441,0.0009250000000000001,0.18500000000000003,0.012585908040813441,0.019999999999999907,7,"HUBB,GILD,NKE,AVGO,JBL,EL,NVDA",0,1,2,1.5471887485838456,-0.23960216006627566
2023-02-28,lifecycle_review_concentrated,0.05196007938473856,0.0026457943925233644,0.5291588785046729,0.0493142849922152,0.0,7,"NKE,AVGO,JBL,NVDA,EXPE,URI,FTNT",0,2,3,1.6234872554682582,-0.202103684280319
2023-03-31,lifecycle_review_concentrated,-0.045297731091932386,0.0008439424043957125,0.1687884808791425,-0.0461416734963281,0.0,7,"NKE,AVGO,JBL,NVDA,FTNT,AMD,ANET",2,1,2,1.548576836600992,-0.23891995556417966
2023-04-28,lifecycle_review_concentrated,0.2265920110885216,0.0019253843269591302,0.385076865391826,0.22466662676156246,1.1102230246251565e-16,7,"NKE,AVGO,NVDA,FTNT,LULU,AAPL,ANET",2,1,3,1.8964903707612282,-0.06793066928524394
2023-05-31,lifecycle_review_concentrated,0.08027401148488364,0.002003922850604773,0.40078457012095453,0.07827008863427887,0.0,7,"AVGO,NVDA,FTNT,AAPL,ANET,GOOG,GOOGL",3,0,2,2.044928840174766,0.0
2023-06-30,lifecycle_review_concentrated,0.05403291054593875,0.0009774436090225563,0.19548872180451127,0.05305546693691619,0.0,7,"AVGO,NVDA,FTNT,AAPL,ANET,GOOG,GOOGL",3,1,0,2.1534234946430044,0.0
2023-07-31,lifecycle_review_concentrated,-0.0025547020023061785,0.0006057692307692307,0.12115384615384614,-0.0031604712330754094,1.1102230246251565e-16,7,"AVGO,NVDA,FTNT,AAPL,ANET,GOOG,GOOGL",3,3,0,2.1466176616355566,-0.0031604712330753904
2023-08-31,lifecycle_review_concentrated,-0.05724407079682988,0.0009615384615384616,0.19230769230769232,-0.058205609258368346,0.0,7,"AVGO,NVDA,AAPL,ANET,GOOG,GOOGL,FANG",3,3,1,2.021672472795285,-0.06118212333777906
2023-09-29,lifecycle_review_concentrated,-0.000194481695773507,0.0016334661354581676,0.3266932270916335,-0.0018279478312316745,0.0,7,"AVGO,ANET,GOOG,GOOGL,FANG,LNG,PSX",3,1,2,2.017976960983178,-0.06289823343934531
2023-10-31,lifecycle_review_concentrated,0.06397862970242221,0.0005259594149756241,0.1051918829951248,0.06345267028744658,0.0,7,"AVGO,ANET,GOOG,GOOGL,FANG,LNG,PSX",3,2,1,2.146022987736107,-0.0034366240199883435
2023-11-30,lifecycle_review_concentrated,0.021338512121350944,0.0011802575107296139,0.23605150214592277,0.020158254610621328,0.0,7,"ANET,GOOG,GOOGL,FANG,LNG,ALL,WRB",2,3,2,2.1892830655231377,0.0
2023-12-29,lifecycle_review_concentrated,0.0760927155939445,0.0028624093203883493,0.5724818640776699,0.07323030627355614,0.047487999999999975,7,"ANET,FANG,ALL,WRB,FICO,SCHW,USB",1,1,4,2.349604934930907,0.0
2024-01-31,lifecycle_review_concentrated,0.0810628234572825,0.0006174699918058263,0.12349399836116526,0.08044535346547667,0.0,7,"ANET,FANG,ALL,WRB,FICO,SCHW,USB",1,1,2,2.5386197344256525,0.0
2024-02-29,lifecycle_review_concentrated,0.04920720670376593,0.00035184330366162293,0.07036866073232459,0.04885536340010431,0.0,7,"ANET,FANG,ALL,WRB,FICO,SCHW,USB",1,1,1,2.662644924085694,0.0
2024-03-28,lifecycle_review_concentrated,-0.034714265015710656,0.0013974088191194276,0.2794817638238855,-0.036111673834830084,0.0,7,"ANET,FANG,ALL,WRB,FICO,SCHW,PWR",2,1,1,2.5664923590491457,-0.03611167383482994
2024-04-30,lifecycle_review_concentrated,-0.00048739883859777325,0.002681564245810056,0.5363128491620112,-0.003168963084407829,0.0,7,"FANG,ALL,SCHW,PWR,TT,GE,SCCO",1,0,3,2.5583592395069044,-0.03916620035793905
2024-05-31,lifecycle_review_concentrated,-0.014223507328859594,0.002159799065420561,0.43195981308411213,-0.016383306394280154,0.07419999999999993,7,"FANG,SCHW,PWR,TT,GE,GOOGL,GOOG",1,1,3,2.516444856219425,-0.05490783489145534
2024-06-28,lifecycle_review_concentrated,0.0016205386061904053,0.002075,0.41500000000000004,-0.0004544613938095947,0.1641999999999999,7,"FANG,TT,GE,GOOGL,GOOG,UTHR,AAPL",1,0,2,2.5153012291826227,-0.055337342794089084
2024-07-31,lifecycle_review_concentrated,0.015980448028634995,0.0009250000000000001,0.18500000000000003,0.015055448028634994,0.07419999999999993,7,"FANG,TT,GOOGL,GOOG,UTHR,AAPL,VRTX",1,0,1,2.553170216114943,-0.04111502325393335
2024-08-30,lifecycle_review_concentrated,-0.0026351078681636697,0.0005614162597214685,0.11228325194429371,-0.0031965241278851383,0.0,7,"FANG,TT,GOOGL,GOOG,UTHR,AAPL,VRTX",1,1,1,2.5450089459165337,-0.044180122217968854
2024-09-30,lifecycle_review_concentrated,0.004586799262386478,0.0013066323928377646,0.2613264785675529,0.0032801668695487136,0.07419999999999993,7,"FANG,TT,UTHR,AAPL,BLDR,GILD,AXON",1,1,3,2.5533569999436345,-0.04104487352161201
2024-10-31,lifecycle_review_concentrated,0.10180220062922168,0.0008066323928377648,0.16132647856755294,0.10099556823638392,0.0,7,"FANG,TT,UTHR,AAPL,GILD,AXON,BKNG",1,1,1,2.8112347410632905,0.0
2024-11-29,lifecycle_review_concentrated,-0.040670755473251566,0.0003573499061804811,0.07146998123609621,-0.041028105379432044,0.0,7,"FANG,TT,UTHR,AAPL,GILD,AXON,BKNG",1,2,0,2.6958951058606258,-0.04102810537943191
2024-12-31,lifecycle_review_concentrated,0.008912908002508657,0.0019169861643607267,0.38339723287214533,0.00699592183814793,0.0,7,"FANG,AAPL,GILD,AXON,BKNG,HUBS,LULU",1,2,2,2.7147553773050723,-0.03431921295968576
2025-01-31,lifecycle_review_concentrated,-0.04573240246483749,0.0011707643418631879,0.23415286837263757,-0.04690316680670068,0.0,7,"FANG,AXON,BKNG,HUBS,LULU,GOOGL,GOOG",1,2,2,2.587424753003945,-0.07961269999626364
2025-02-28,lifecycle_review_concentrated,-0.008554514683221767,0.002515,0.503,-0.011069514683221766,0.706,4,"BKNG,VRSN,CME,UBER",0,1,3,2.5587832167088362,-0.0898009407279059
2025-03-31,lifecycle_review_concentrated,0.010391266187249658,0.0005300000000000001,0.10600000000000001,0.009861266187249657,0.892,3,"VRSN,CME,UBER",0,0,2,2.584016059124269,-0.08082522552103943
2025-04-30,lifecycle_review_concentrated,-0.004816800488833426,0.0013675000000000002,0.2735,-0.006184300488833427,0.39,5,"VRSN,UBER,RGLD,CNP,MNST",0,1,3,2.5680357273466736,-0.08650967852817304
2025-05-30,lifecycle_review_concentrated,0.04012760438199453,0.001195689655172414,0.23913793103448278,0.038931914726822114,0.0,7,"VRSN,UBER,RGLD,CNP,MNST,CEG,APH",0,2,2,2.668014275299167,-0.050945751228854474
2025-06-30,lifecycle_review_concentrated,-0.025511411936220123,0.0007554446460980037,0.15108892921960074,-0.026266856582318126,0.0,7,"VRSN,UBER,RGLD,CNP,MNST,CEG,APH",1,1,0,2.5979339269703066,-0.07587442307016579
2025-07-31,lifecycle_review_concentrated,0.010684888125655148,0.0015323635174893757,0.30647270349787514,0.009152524608165772,1.1102230246251565e-16,7,"VRSN,UBER,CEG,APH,ANET,SMCI,NVDA",1,3,3,2.621711581167291,-0.06741634098628002
2025-08-29,lifecycle_review_concentrated,0.09869865857505207,0.0021428571428571434,0.42857142857142866,0.09655580143219493,0.0,7,"UBER,APH,ANET,NVDA,AMD,DHI,GOOGL",2,0,3,2.874853044010966,0.0
2025-09-30,lifecycle_review_concentrated,0.08906677685891627,0.0010063540520393313,0.20127081040786626,0.08806042280687694,0.0,7,"UBER,APH,ANET,NVDA,AMD,DHI,GOOGL",2,2,1,3.1280138185742086,0.0
2025-10-31,lifecycle_review_concentrated,-0.03513794749316527,0.0008383249774150274,0.16766499548300548,-0.035976272470580294,0.0,7,"UBER,APH,ANET,NVDA,AMD,GOOGL,LRCX",4,1,1,3.0154795411454423,-0.03597627247058033
2025-11-28,lifecycle_review_concentrated,0.0018324633345935966,0.003212083847102343,0.6424167694204685,-0.0013796205125087462,1.1102230246251565e-16,6,"APH,GOOGL,LRCX,ROIV,AMAT,INTC",2,0,3,3.0113193237154277,-0.03730625937962506
2025-12-31,lifecycle_review_concentrated,0.1266520445467802,0.0006979294165646672,0.13958588331293345,0.12595411513021554,0.0,7,"APH,GOOGL,LRCX,ROIV,AMAT,INTC,NTRA",2,0,2,3.3906073845085234,0.0
2026-01-30,lifecycle_review_concentrated,0.02905609316332921,0.0016447368421052628,0.32894736842105254,0.027411356321223948,1.1102230246251565e-16,7,"GOOGL,LRCX,ROIV,AMAT,INTC,NTRA,TRGP",1,2,2,3.48354853167066,0.0
2026-02-27,lifecycle_review_concentrated,-0.049820219223706136,0.002912797619047619,0.5825595238095238,-0.052733016842753756,0.06999999999999995,6,"LRCX,AMAT,TRGP,VZ,KMI,ADI",0,2,3,3.2998505082775207,-0.05273301684275378
2026-03-31,lifecycle_review_concentrated,0.016691265685892763,0.003,0.6,0.013691265685892764,0.25,6,"TRGP,VZ,KMI,LNG,SU,OKE",0,1,3,3.3450296383100766,-0.03976373290087376
