portfolio,candidate_id,source,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
main,experiment_E6_risk_sensing_on,experiment:outputs/experiments/E6_risk_sensing_on/metrics.json,False,False,0.1846609658361189,0.25,6.5339,-0.2162517256738774,-0.2,1.6252,1.1194872875548136,,blocked_both,8.1591,-8.016900789890796,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,main_v2_historical_replay,sidecar:outputs/main_v2_backtest/metrics.json,False,False,0.21781912571349293,0.25,3.2181,-0.2702144666112548,-0.2,7.0214,1.040349505776067,0.48369182587040144,blocked_both,10.2395,-10.081972313930548,Research-only Main v2 replay from candidate_replay_book.,{}
main,experiment_E0_baseline_latest,experiment:outputs/experiments/E0_baseline_latest/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E2_main_v2_balanced,experiment:outputs/experiments/E2_main_v2_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E3_main_v2_aggressive,experiment:outputs/experiments/E3_main_v2_aggressive/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E5_orchestrator_balanced,experiment:outputs/experiments/E5_orchestrator_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E9_kitchen_sink_all_on,experiment:outputs/experiments/E9_kitchen_sink_all_on/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E1_auto_feature_gates_on,experiment:outputs/experiments/E1_auto_feature_gates_on/metrics.json,False,False,0.20165834588806963,0.25,4.8342,-0.27307967491398366,-0.2,7.308,1.0971959712745438,,blocked_both,12.1421,-12.000454539752038,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,lifecycle_review_overlay_main,sidecar:outputs/lifecycle_review_overlay_main/metrics.json,False,False,0.20528663803762814,0.25,4.4713,-0.3126080072171553,-0.2,11.2608,1.0851158486756651,0.34948471917877805,blocked_both,15.7321,-15.598930365106721,Research-only overlay on production monthly picks: monthly lifecycle review instead of monthly churn.,{}
main,monster_lifecycle_review_main,sidecar:outputs/monster_lifecycle_review_main/metrics.json,False,False,0.1371686994390371,0.25,11.2831,-0.3561741924755766,-0.2,15.6174,0.6844305986200563,0.22831304554166326,blocked_both,26.9005,-26.85654424998518,"Research-only monthly lifecycle review: staged entry, long-hold winners, shakeout hold, stale-leader exits.",{}
main,experiment_E7_tactical_bull_only,experiment:outputs/experiments/E7_tactical_bull_only/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E8_alpha_sprint_sidecar,experiment:outputs/experiments/E8_alpha_sprint_sidecar/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
