portfolio,candidate_id,source,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
main,experiment_E6_risk_sensing_on,experiment:outputs/experiments/E6_risk_sensing_on/metrics.json,False,False,0.1846609658361189,0.25,6.5339,-0.2162517256738774,-0.2,1.6252,1.1194872875548136,,blocked_both,8.1591,-8.016900789890796,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,main_v2_historical_replay,sidecar:outputs/main_v2_backtest/metrics.json,False,False,0.176695153073545,0.25,7.3305,-0.23496579812159013,-0.2,3.4966,0.843837307990496,0.47917117984349933,blocked_both,10.8271,-10.703982345007633,Research-only Main v2 replay from candidate_replay_book.,{}
main,experiment_E0_baseline_latest,experiment:outputs/experiments/E0_baseline_latest/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E2_main_v2_balanced,experiment:outputs/experiments/E2_main_v2_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E3_main_v2_aggressive,experiment:outputs/experiments/E3_main_v2_aggressive/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E5_orchestrator_balanced,experiment:outputs/experiments/E5_orchestrator_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E9_kitchen_sink_all_on,experiment:outputs/experiments/E9_kitchen_sink_all_on/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,lifecycle_review_overlay_main,sidecar:outputs/lifecycle_review_overlay_main/metrics.json,False,False,0.1997443833962711,0.25,5.0256,-0.26494646635422325,-0.2,6.4946,0.9556995457427074,0.35382109676536516,blocked_both,11.5202,-11.380833861390355,Research-only overlay on production monthly picks: monthly lifecycle review instead of monthly churn.,{}
main,experiment_E1_auto_feature_gates_on,experiment:outputs/experiments/E1_auto_feature_gates_on/metrics.json,False,False,0.20165834588806963,0.25,4.8342,-0.27307967491398366,-0.2,7.308,1.0971959712745438,,blocked_both,12.1421,-12.000454539752038,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,monster_lifecycle_review_main,sidecar:outputs/monster_lifecycle_review_main/metrics.json,False,False,0.11223346333586703,0.25,13.7767,-0.3792331465622203,-0.2,17.9233,0.6272549873612208,0.2394294898931574,blocked_both,31.7,-31.6889597035209,"Research-only monthly lifecycle review: staged entry, long-hold winners, shakeout hold, stale-leader exits.",{}
main,experiment_E7_tactical_bull_only,experiment:outputs/experiments/E7_tactical_bull_only/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E8_alpha_sprint_sidecar,experiment:outputs/experiments/E8_alpha_sprint_sidecar/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
